city,province,log_pop,log_inscription_count,log_letter_mass,letter_mass,inscription_count,content_residual,scaling_residual,quadrant
Rusguniae,Mauretania Caesariensis,7.736307096548285,1.6094379124341003,5.929589143389895,376,5,0.426433802798722,-2.521484850787642,"Q2: lo-scaling, hi-content"
Pitinum Mergens,Umbria / Regio VI,7.351799869057777,1.3862943611198906,5.278114659230517,196,4,-0.008417383468983353,-2.480284533910363,"Q3: lo-scaling, lo-content"
Fregenae,Etruria / Regio VII,6.907755278982137,1.0986122886681098,4.736198448394496,114,3,-0.27105759053169987,-2.462691552480364,"Q3: lo-scaling, lo-content"
Icosium,Mauretania Caesariensis,6.907755278982137,1.0986122886681098,5.517452896464707,249,3,0.5101968575385118,-2.462691552480364,"Q2: lo-scaling, hi-content"
Neviodunum,Pannonia superior,6.907755278982137,1.0986122886681098,3.9512437185814275,52,3,-1.056012320344768,-2.462691552480364,"Q3: lo-scaling, lo-content"
Sala,Mauretania Tingitana,6.907755278982137,1.0986122886681098,5.3230099791384085,205,3,0.3157539402122129,-2.462691552480364,"Q2: lo-scaling, hi-content"
Labicum,Latium et Campania / Regio I,6.907755278982137,1.0986122886681098,5.572154032177765,263,3,0.5648979932515692,-2.462691552480364,"Q2: lo-scaling, hi-content"
Segida,Baetica,6.907755278982137,1.0986122886681098,4.820281565605037,124,3,-0.18697447332115846,-2.462691552480364,"Q3: lo-scaling, lo-content"
Arva,Baetica,6.907755278982137,1.0986122886681098,5.135798437050262,170,3,0.12854239812406654,-2.462691552480364,"Q2: lo-scaling, hi-content"
Zama Regia,Africa proconsularis,6.907755278982137,1.0986122886681098,5.552959584921617,258,3,0.5457035459954218,-2.462691552480364,"Q2: lo-scaling, hi-content"
Thabraca,Africa proconsularis,6.907755278982137,1.0986122886681098,5.0238805208462765,152,3,0.016624481920080925,-2.462691552480364,"Q2: lo-scaling, hi-content"
Leusaba,Dalmatia,6.907755278982137,1.0986122886681098,4.418840607796598,83,3,-0.5884154311295973,-2.462691552480364,"Q3: lo-scaling, lo-content"
Silvium,Apulia et Calabria / Regio II,6.907755278982137,1.0986122886681098,5.056245805348308,157,3,0.04898976642211217,-2.462691552480364,"Q2: lo-scaling, hi-content"
Carpentorate,Gallia Narbonensis,6.907755278982137,1.0986122886681098,5.318119993844216,204,3,0.31086395491802055,-2.462691552480364,"Q2: lo-scaling, hi-content"
Siga,Mauretania Caesariensis,6.907755278982137,1.0986122886681098,4.442651256490317,85,3,-0.5646047824358789,-2.462691552480364,"Q3: lo-scaling, lo-content"
Curubis,Africa proconsularis,6.907755278982137,1.0986122886681098,5.730099782973574,308,3,0.7228437440473785,-2.462691552480364,"Q2: lo-scaling, hi-content"
Tarvenna,Belgica,6.907755278982137,1.0986122886681098,4.127134385045092,62,3,-0.8801216538811039,-2.462691552480364,"Q3: lo-scaling, lo-content"
Chidibbia,Africa proconsularis,6.907755278982137,1.0986122886681098,5.921578419643816,373,3,0.9143223807176204,-2.462691552480364,"Q2: lo-scaling, hi-content"
Balsa,Lusitania,6.907755278982137,1.0986122886681098,5.869296913133774,354,3,0.8620408742075787,-2.462691552480364,"Q2: lo-scaling, hi-content"
Acci,Hispania citerior,6.907755278982137,1.0986122886681098,5.438079308923196,230,3,0.43082326999700005,-2.462691552480364,"Q2: lo-scaling, hi-content"
Ostra,Umbria / Regio VI,6.907755278982137,1.0986122886681098,4.31748811353631,75,3,-0.6897679253898854,-2.462691552480364,"Q3: lo-scaling, lo-content"
Netum,Sicilia,6.907755278982137,,,0,3,,-2.462691552480364,
Uluzibbira,Africa proconsularis,6.907755278982137,1.0986122886681098,5.236441962829949,188,3,0.2291859239037537,-2.462691552480364,"Q2: lo-scaling, hi-content"
Fulfinium,Dalmatia,6.907755278982137,1.0986122886681098,5.517452896464707,249,3,0.5101968575385118,-2.462691552480364,"Q2: lo-scaling, hi-content"
Pyrgi,Etruria / Regio VII,6.907755278982137,1.0986122886681098,5.153291594497779,173,3,0.14603555557158376,-2.462691552480364,"Q2: lo-scaling, hi-content"
Consentia,Bruttium et Lucania / Regio III,6.907755278982137,1.0986122886681098,4.890349128221754,133,3,-0.11690691070444181,-2.462691552480364,"Q3: lo-scaling, lo-content"
Hippo Regius,Africa proconsularis,9.204121072162266,2.70805020110221,6.601230118728877,736,15,0.03156393489807208,-2.43197615330991,"Q2: lo-scaling, hi-content"
Aquincum,Pannonia inferior,8.278174290943738,2.0794415416798357,6.542471960506805,694,8,0.5830464943008362,-2.4240080818233554,"Q2: lo-scaling, hi-content"
Eporedia,Transpadana / Regio XI,9.37143829231851,2.833213344056216,6.993932975223189,1090,17,0.30276091483220924,-2.4218414884415083,"Q2: lo-scaling, hi-content"
Lissus,Dalmatia,7.980023592310645,1.9459101490553132,6.091309882077698,442,7,0.2615140218900587,-2.35256463042466,"Q2: lo-scaling, hi-content"
Saletio,Germania superior,7.736307096548285,1.791759469228055,5.0689042022202315,159,6,-0.6112452602124323,-2.3391632939936877,"Q3: lo-scaling, lo-content"
Lutetia,Lugudunensis,8.819813136232225,2.5649493574615367,5.402677381872279,222,13,-1.0280693642335548,-2.3108701391927755,"Q3: lo-scaling, lo-content"
Ardea,Latium et Campania / Regio I,8.819813136232225,2.5649493574615367,6.682108597449809,798,13,0.25136185134397504,-2.3108701391927755,"Q2: lo-scaling, hi-content"
Bulla Regia,Africa proconsularis,8.695506726812653,2.4849066497880004,7.7306140660637395,2277,12,1.3775711801246073,-2.3054537585640618,"Q2: lo-scaling, hi-content"
Thubursicum Numidarum,Africa proconsularis,8.877939834725023,2.6390573296152584,7.0825485693553,1191,14,0.5798592856611933,-2.276723538961941,"Q2: lo-scaling, hi-content"
Carmo,Baetica,8.877939834725023,2.6390573296152584,7.069874128458572,1176,14,0.5671848447644656,-2.276723538961941,"Q2: lo-scaling, hi-content"
Ebora,Lusitania,7.053585727193677,1.3862943611198906,5.765191102784844,319,4,0.4786590600853442,-2.27526607346619,"Q2: lo-scaling, hi-content"
Soluntum,Sicilia,7.351799869057777,,,0,5,,-2.2571409825961535,
Vardagate,Liguria / Regio IX,7.351799869057777,1.6094379124341003,6.75110146893676,855,5,1.2479461283455873,-2.2571409825961535,"Q2: lo-scaling, hi-content"
Faesulae,Etruria / Regio VII,8.321907968230423,2.302585092994046,6.129050210060545,459,10,-0.04699855403709563,-2.2309308819263904,"Q3: lo-scaling, lo-content"
Luca,Etruria / Regio VII,8.90598676523643,2.70805020110221,6.8001700683022,898,15,0.23050388447139536,-2.2270125783786434,"Q2: lo-scaling, hi-content"
Tolosa,Gallia Narbonensis,9.760655903428585,3.295836866004329,6.401917196727186,603,27,-0.7383605286782737,-2.2268001640000143,"Q3: lo-scaling, lo-content"
Lucus Augusti (Hispania Tarraconensis),Hispania citerior,8.695506726812653,2.5649493574615367,6.694562058521095,808,13,0.2638153124152609,-2.2254110508905254,"Q2: lo-scaling, hi-content"
Condevicnum,Lugudunensis,7.519149957669823,1.791759469228055,5.4680601411351315,237,6,-0.21208932129753233,-2.1898705005365193,"Q3: lo-scaling, lo-content"
Dea Augusta Vocontiorum,Gallia Narbonensis,7.9229859587111955,2.0794415416798357,6.637258031284457,763,8,0.6778325650784884,-2.17982058425245,"Q2: lo-scaling, hi-content"
Odessus,Moesia inferior,8.628555659269699,2.5649493574615367,6.814542897259958,911,13,0.38379615115412413,-2.179383036568503,"Q2: lo-scaling, hi-content"
Cabellio,Gallia Narbonensis,6.907755278982137,1.3862943611198906,5.247024072160486,190,4,-0.039507970539014,-2.1750094800285833,"Q3: lo-scaling, lo-content"
Nesactium,Venetia et Histria / Regio X,6.907755278982137,1.3862943611198906,5.54907608489522,257,4,0.2625440421957199,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Visentium,Etruria / Regio VII,6.907755278982137,1.3862943611198906,5.717027701406222,304,4,0.4304956587067217,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Attacum,Hispania citerior,6.907755278982137,1.3862943611198906,4.844187086458591,127,4,-0.44234495624090897,-2.1750094800285833,"Q3: lo-scaling, lo-content"
Siarum,Baetica,6.907755278982137,1.3862943611198906,7.905072849498666,2711,4,2.6185408067991656,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Neretum,Apulia et Calabria / Regio II,6.907755278982137,1.3862943611198906,6.682108597449809,798,4,1.395576554750309,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Iria,Liguria / Regio IX,6.907755278982137,1.3862943611198906,4.219507705176107,68,4,-1.0670243375233932,-2.1750094800285833,"Q3: lo-scaling, lo-content"
Tigava,Mauretania Caesariensis,6.907755278982137,1.3862943611198906,5.860786223465865,351,4,0.5742541807663653,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Tunisa,Africa proconsularis,6.907755278982137,1.3862943611198906,5.929589143389895,376,4,0.6430571006903945,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Vaga,Africa proconsularis,6.907755278982137,1.3862943611198906,5.720311776607412,305,4,0.4337797339079117,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Bida,Mauretania Caesariensis,6.907755278982137,1.3862943611198906,5.209486152841421,183,4,-0.07704588985807881,-2.1750094800285833,"Q3: lo-scaling, lo-content"
Apisa Maius,Africa proconsularis,6.907755278982137,1.3862943611198906,5.521460917862246,250,4,0.23492887516274585,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Sufes,Africa proconsularis,6.907755278982137,1.3862943611198906,6.09807428216624,445,4,0.81154223946674,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Crexa,Dalmatia,6.907755278982137,1.3862943611198906,4.499809670330265,90,4,-0.7867223723692351,-2.1750094800285833,"Q3: lo-scaling, lo-content"
Valentia (Italia (IX Liguria)),Liguria / Regio IX,6.907755278982137,1.3862943611198906,5.786897381366708,326,4,0.5003653386672076,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Seria,Baetica,6.907755278982137,1.3862943611198906,4.983606621708336,146,4,-0.3029254209911638,-2.1750094800285833,"Q3: lo-scaling, lo-content"
Argentomagus,Aquitani(c)a,6.907755278982137,1.3862943611198906,4.219507705176107,68,4,-1.0670243375233932,-2.1750094800285833,"Q3: lo-scaling, lo-content"
Althiburos,Africa proconsularis,6.907755278982137,1.3862943611198906,5.910796644040527,369,4,0.6242646013410269,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Aquae Flaviae,Hispania citerior,6.907755278982137,1.3862943611198906,5.5093883366279774,247,4,0.22285629392847728,-2.1750094800285833,"Q2: lo-scaling, hi-content"
Uxama,Hispania citerior,8.087025470667701,2.1972245773362196,5.805134968916488,332,9,-0.2686319132493393,-2.174812643643914,"Q3: lo-scaling, lo-content"
Plestia,Umbria / Regio VI,8.484049972822984,2.4849066497880004,5.87493073085203,356,12,-0.4781121550871017,-2.160079907805365,"Q3: lo-scaling, lo-content"
Aquae Sextiae,Gallia Narbonensis,9.226213721132472,2.995732273553991,6.131226489483141,460,20,-0.7177156981209682,-2.1594824983177863,"Q3: lo-scaling, lo-content"
Gigthis,Africa proconsularis,8.960596138864794,2.833213344056216,7.4073177104694174,1648,17,0.7161456500784373,-2.139392690875649,"Q2: lo-scaling, hi-content"
Uthina,Africa proconsularis,10.13026449508276,3.6375861597263857,7.38770923908104,1616,38,-0.08433186744036458,-2.1391521142840535,"Q3: lo-scaling, lo-content"
Tingis,Mauretania Tingitana,7.6676260915849905,1.9459101490553132,6.694562058521095,808,7,0.8647661983334558,-2.1377952896917565,"Q2: lo-scaling, hi-content"
Massalia,Gallia Narbonensis,9.111955470054781,2.9444389791664403,6.576469569048224,718,19,-0.22267811396671267,-2.1322246865017034,"Q3: lo-scaling, lo-content"
Alba Helviorum,Gallia Narbonensis,7.160845906664299,1.6094379124341003,5.342334251964811,209,5,-0.16082108862636169,-2.1258625424091484,"Q3: lo-scaling, lo-content"
Viroconium,Britannia,9.621522440413576,3.332204510175204,7.174724309836376,1306,28,-0.0008583973641993481,-2.0947800192290758,"Q3: lo-scaling, lo-content"
Venta Icenorum,Britannia,7.5953872788539725,1.9459101490553132,6.257667587882639,522,7,0.4278717276949999,-2.0881320172599027,"Q2: lo-scaling, hi-content"
Baeterrae,Gallia Narbonensis,7.351799869057777,1.791759469228055,5.648974238161206,284,6,-0.03117522427145758,-2.074819425802199,"Q3: lo-scaling, lo-content"
Isurium,Britannia,7.736307096548285,2.0794415416798357,5.030437921392435,153,8,-0.9289875448135332,-2.051481221541907,"Q3: lo-scaling, lo-content"
Carnuntum (2),Pannonia superior,9.204121072162266,3.091042453358316,7.737616282857904,2293,22,0.796148878413498,-2.048983901053804,"Q2: lo-scaling, hi-content"
Pollentia (Italia (V Picenum)),Picenum / Regio V,8.034631032923107,2.302585092994046,5.777652323222656,323,10,-0.3983964408749845,-2.0334316130128913,"Q3: lo-scaling, lo-content"
Oea,Africa proconsularis,9.012986392348266,2.995732273553991,7.189922170745808,1326,20,0.34097998314169864,-2.0128913997243347,"Q2: lo-scaling, hi-content"
Carteia,Baetica,7.980023592310645,2.302585092994046,6.021023349349527,412,10,-0.15502541474811427,-1.9958896864859277,"Q3: lo-scaling, lo-content"
Nemausus,Gallia Narbonensis,10.63436394990608,4.143134726391533,8.19450550976564,3621,63,0.23168796309873763,-1.9801655633992379,"Q2: lo-scaling, hi-content"
Copia,Bruttium et Lucania / Regio III,8.960596138864794,2.995732273553991,7.266827347520591,1432,20,0.4178851599164819,-1.9768737613778744,"Q2: lo-scaling, hi-content"
Divodurum,Belgica,9.012986392348266,3.044522437723423,6.651571873589727,774,21,-0.2447348298375438,-1.9641012355549026,"Q3: lo-scaling, lo-content"
Nertobriga,Baetica,6.907755278982137,1.6094379124341003,5.117993812416755,167,5,-0.3851615281744172,-1.9518659287143738,"Q3: lo-scaling, lo-content"
Adria,Venetia et Histria / Regio X,6.907755278982137,1.6094379124341003,5.225746673713202,186,5,-0.27740866687797094,-1.9518659287143738,"Q3: lo-scaling, lo-content"
Alsium,Etruria / Regio VII,6.907755278982137,1.6094379124341003,6.230481447578482,508,5,0.7273261069873094,-1.9518659287143738,"Q2: lo-scaling, hi-content"
Nabrissa,Baetica,6.907755278982137,1.6094379124341003,4.867534450455582,130,5,-0.6356208901355904,-1.9518659287143738,"Q3: lo-scaling, lo-content"
Baccanae,Etruria / Regio VII,6.907755278982137,1.6094379124341003,5.54907608489522,257,5,0.04592074430404747,-1.9518659287143738,"Q2: lo-scaling, hi-content"
Frusino,Latium et Campania / Regio I,6.907755278982137,1.6094379124341003,6.525029657843462,682,5,1.0218743172522897,-1.9518659287143738,"Q2: lo-scaling, hi-content"
Unknown (4),Lusitania,6.907755278982137,1.6094379124341003,4.59511985013459,99,5,-0.9080354904565828,-1.9518659287143738,"Q3: lo-scaling, lo-content"
Forum Hadriani,Germania inferior,6.907755278982137,1.6094379124341003,3.8066624897703196,45,5,-1.696492850820853,-1.9518659287143738,"Q3: lo-scaling, lo-content"
Treba,Latium et Campania / Regio I,6.907755278982137,1.6094379124341003,6.48768401848461,657,5,0.9845286778934375,-1.9518659287143738,"Q2: lo-scaling, hi-content"
Acrae,Sicilia,8.593969030218288,2.772588722239781,2.995732273553991,20,16,-3.636586616158446,-1.9479658006411928,"Q3: lo-scaling, lo-content"
Iamo,Hispania citerior,7.160845906664299,1.791759469228055,4.90527477843843,135,6,-0.7748746839942342,-1.943540985615194,"Q3: lo-scaling, lo-content"
Iesso,Hispania citerior,7.736307096548285,2.1972245773362196,6.428105272684596,619,9,0.3543383905187687,-1.9336981858855231,"Q2: lo-scaling, hi-content"
Alebaece,Gallia Narbonensis,7.351799869057777,1.9459101490553132,5.537334267018537,254,7,-0.2924615931691026,-1.9206687459749407,"Q3: lo-scaling, lo-content"
Halaesa,Sicilia,7.519149957669823,2.0794415416798357,5.0106352940962555,150,8,-0.948790172109713,-1.9021884280847385,"Q3: lo-scaling, lo-content"
Hadrumetum,Africa proconsularis,10.480802917570951,4.127134385045092,8.20903626577507,3674,62,0.2617515305627016,-1.8905946322474314,"Q2: lo-scaling, hi-content"
Gades,Baetica,9.605148899895818,3.5263605246161616,6.862757913051401,956,34,-0.5013075708460475,-1.889367402240742,"Q3: lo-scaling, lo-content"
Forentum,Apulia et Calabria / Regio II,7.736307096548285,2.302585092994046,6.490723534502507,659,10,0.31467477040486624,-1.8283376702276968,"Q2: lo-scaling, hi-content"
Noviomagus (Britannia (Inferior et Superior)),Britannia,8.727616178321068,2.995732273553991,6.07993319509559,437,20,-0.7690089925085193,-1.816702977636886,"Q3: lo-scaling, lo-content"
Sufetula,Africa proconsularis,8.84922702143852,3.091042453358316,6.9985096422506015,1095,22,0.05704223780619522,-1.8049987183077203,"Q2: lo-scaling, hi-content"
Genava,Gallia Narbonensis,8.185907481482324,2.6390573296152584,6.906754778648554,999,14,0.4040654949544473,-1.8009600263649008,"Q2: lo-scaling, hi-content"
Glevum,Britannia,9.012986392348266,3.2188758248682006,6.021023349349527,412,25,-1.044542136146255,-1.789747848410125,"Q3: lo-scaling, lo-content"
Caesaraugusta,Hispania citerior,8.877939834725023,3.1354942159291497,6.842683282238422,937,23,-0.1419370045029611,-1.7802866526480496,"Q3: lo-scaling, lo-content"
Lilybaeum,Sicilia,9.669535802505315,3.6888794541139363,7.747164966520335,2315,40,0.22532935540975796,-1.7711136560211753,"Q2: lo-scaling, hi-content"
Bisica,Africa proconsularis,6.907755278982137,1.791759469228055,6.309918278226516,550,6,0.6297688157938524,-1.7695443719204191,"Q2: lo-scaling, hi-content"
Salpensa,Baetica,6.907755278982137,1.791759469228055,6.2166061010848646,501,6,0.5364566386522007,-1.7695443719204191,"Q2: lo-scaling, hi-content"
Munigua,Baetica,6.907755278982137,1.791759469228055,7.13966033596492,1261,6,1.4595108735322562,-1.7695443719204191,"Q2: lo-scaling, hi-content"
Mascula,Numidia,6.907755278982137,1.791759469228055,5.7745515455444085,322,6,0.0944020831117447,-1.7695443719204191,"Q2: lo-scaling, hi-content"
Cosilinum,Bruttium et Lucania / Regio III,6.907755278982137,1.791759469228055,5.950642552587727,384,6,0.27049309015506307,-1.7695443719204191,"Q2: lo-scaling, hi-content"
Cornus,Sardinia,6.907755278982137,1.791759469228055,6.289715570908998,539,6,0.6095661084763337,-1.7695443719204191,"Q2: lo-scaling, hi-content"
Anxa,Apulia et Calabria / Regio II,6.907755278982137,1.791759469228055,5.459585514144159,235,6,-0.2205639482885049,-1.7695443719204191,"Q3: lo-scaling, lo-content"
Tucci,Baetica,6.907755278982137,1.791759469228055,3.295836866004329,27,6,-2.3843125964283347,-1.7695443719204191,"Q3: lo-scaling, lo-content"
Buxentum,Bruttium et Lucania / Regio III,6.907755278982137,1.791759469228055,5.683579767338681,294,6,0.0034303049060175894,-1.7695443719204191,"Q2: lo-scaling, hi-content"
Sisapo,Baetica,7.053585727193677,1.9459101490553132,4.553876891600541,95,7,-1.2759189685870984,-1.7156502855307674,"Q3: lo-scaling, lo-content"
Castrum Novum (Italia (V Picenum)),Picenum / Regio V,7.053585727193677,1.9459101490553132,5.857933154483459,350,7,0.028137294295819792,-1.7156502855307674,"Q2: lo-scaling, hi-content"
Nicopolis (Moesia Inferior),Moesia inferior,8.13739583005665,2.70805020110221,7.138866999945524,1260,15,0.5692008161147193,-1.6986160065161502,"Q2: lo-scaling, hi-content"
Cortona,Etruria / Regio VII,8.819813136232225,3.1780538303479458,6.747586526829315,852,24,-0.27834978261628507,-1.6977656663063665,"Q3: lo-scaling, lo-content"
Tipasa,Africa proconsularis,9.135616825780247,3.4339872044851463,7.621684998724611,2042,31,0.3472936870187091,-1.6589433447470494,"Q2: lo-scaling, hi-content"
Thuburbo Maius,Africa proconsularis,8.034631032923107,2.70805020110221,7.273092595999522,1441,15,0.7034264121687173,-1.6279665049047272,"Q2: lo-scaling, hi-content"
Conimbriga,Lusitania,7.9229859587111955,2.6390573296152584,5.811140992976701,334,14,-0.6915482907174058,-1.6202047963170272,"Q3: lo-scaling, lo-content"
Calleva,Britannia,8.819813136232225,3.258096538021482,6.1070228877422545,449,26,-0.996617281870047,-1.61772295863283,"Q3: lo-scaling, lo-content"
Petuaria,Britannia,6.907755278982137,1.9459101490553132,5.2832037287379885,197,7,-0.5465921314496507,-1.6153936920931609,"Q3: lo-scaling, lo-content"
Thibilis,Numidia,6.907755278982137,1.9459101490553132,6.839476438228843,934,7,1.0096805780412037,-1.6153936920931609,"Q2: lo-scaling, hi-content"
Tarsatica,Dalmatia,6.907755278982137,1.9459101490553132,5.736572297479192,310,7,-0.093223562708447,-1.6153936920931609,"Q3: lo-scaling, lo-content"
Cluana,Picenum / Regio V,6.907755278982137,1.9459101490553132,5.356586274672012,212,7,-0.47320958551562686,-1.6153936920931609,"Q3: lo-scaling, lo-content"
Libisosa,Hispania citerior,6.907755278982137,1.9459101490553132,5.720311776607412,305,7,-0.10948408358022732,-1.6153936920931609,"Q3: lo-scaling, lo-content"
Uxentum,Apulia et Calabria / Regio II,6.907755278982137,1.9459101490553132,5.327876168789581,206,7,-0.5019196913980579,-1.6153936920931609,"Q3: lo-scaling, lo-content"
Myrtilis,Lusitania,6.907755278982137,1.9459101490553132,5.389071729816501,219,7,-0.4407241303711382,-1.6153936920931609,"Q3: lo-scaling, lo-content"
Mago,Hispania citerior,6.907755278982137,1.9459101490553132,6.410174881966167,608,7,0.5803790217785281,-1.6153936920931609,"Q2: lo-scaling, hi-content"
Portus Magnus,Mauretania Caesariensis,6.907755278982137,1.9459101490553132,6.336825731146441,565,7,0.5070298709588021,-1.6153936920931609,"Q2: lo-scaling, hi-content"
Cupra Maritima,Picenum / Regio V,8.278174290943738,2.8903717578961645,6.253828811575473,520,18,-0.4928314940968219,-1.6130778656070266,"Q3: lo-scaling, lo-content"
Atella,Latium et Campania / Regio I,8.960596138864794,3.367295829986474,7.752335163302292,2327,29,0.5426865044749771,-1.6053102049453911,"Q2: lo-scaling, hi-content"
Barcino,Hispania citerior,7.053585727193677,2.0794415416798357,4.969813299576001,144,8,-0.9896121666299678,-1.5821188929062449,"Q3: lo-scaling, lo-content"
Locri,Bruttium et Lucania / Regio III,9.55470991405776,3.8066624897703196,7.652545692693921,2106,45,0.01636866562348427,-1.574389270630344,"Q2: lo-scaling, hi-content"
Pax Iulia,Lusitania,8.13739583005665,2.833213344056216,6.489204931325317,658,17,-0.20196712906566283,-1.573452863562144,"Q3: lo-scaling, lo-content"
Vesunna,Aquitani(c)a,8.90598676523643,3.367295829986474,6.714170529909472,824,29,-0.49547812891784293,-1.5677669494943793,"Q3: lo-scaling, lo-content"
Tubusuctu,Mauretania Caesariensis,8.628555659269699,3.1780538303479458,7.317876198626496,1507,24,0.2919398891808953,-1.566278563682094,"Q2: lo-scaling, hi-content"
Sumelocenna,Germania superior,8.52158353971753,3.1354942159291497,6.612041034833092,744,23,-0.37257925190829155,-1.5352961954036717,"Q3: lo-scaling, lo-content"
Bilbilis,Hispania citerior,8.232706009860976,2.9444389791664403,5.389071729816501,219,19,-1.4100759531984357,-1.527751774692403,"Q3: lo-scaling, lo-content"
Salmantica,Lusitania,8.819813136232225,3.367295829986474,6.86484777797086,958,29,-0.34480088085645466,-1.508523666667838,"Q3: lo-scaling, lo-content"
Baelo,Baetica,6.937314081223682,2.0794415416798357,5.659482215759621,287,8,-0.29994325044634707,-1.5021836031139126,"Q3: lo-scaling, lo-content"
Capsa,Africa proconsularis,8.185907481482324,2.9444389791664403,6.752270376141742,856,19,-0.04687730687319469,-1.495578376813719,"Q3: lo-scaling, lo-content"
Genua,Liguria / Regio IX,7.736307096548285,2.6390573296152584,6.282266746896006,535,14,-0.2204225367981003,-1.4918654336064843,"Q3: lo-scaling, lo-content"
Cremona,Venetia et Histria / Regio X,9.135616825780247,3.6109179126442243,8.065265208897733,3182,37,0.6191131034158124,-1.4820126365879713,"Q2: lo-scaling, hi-content"
Gracchuris,Hispania citerior,6.907755278982137,2.0794415416798357,4.700480365792417,110,8,-1.258945100413552,-1.4818622994686383,"Q3: lo-scaling, lo-content"
Aesis,Umbria / Regio VI,6.907755278982137,2.0794415416798357,5.796057750765372,329,8,-0.16336771544059658,-1.4818622994686383,"Q3: lo-scaling, lo-content"
Caelia,Apulia et Calabria / Regio II,6.907755278982137,2.0794415416798357,5.6131281063880705,274,8,-0.346297359817898,-1.4818622994686383,"Q3: lo-scaling, lo-content"
Ugultunia,Baetica,6.907755278982137,2.0794415416798357,5.877735781779639,357,8,-0.08168968442632973,-1.4818622994686383,"Q3: lo-scaling, lo-content"
Mopthensium,Numidia,6.907755278982137,2.0794415416798357,6.677083461247136,794,8,0.7176579950411677,-1.4818622994686383,"Q2: lo-scaling, hi-content"
Centuripae,Sicilia,6.907755278982137,2.0794415416798357,4.51085950651685,91,8,-1.4485659596891187,-1.4818622994686383,"Q3: lo-scaling, lo-content"
Aceruntia,Apulia et Calabria / Regio II,6.907755278982137,2.0794415416798357,5.988961416889864,399,8,0.02953595068389525,-1.4818622994686383,"Q2: lo-scaling, hi-content"
Olisipo,Lusitania,8.90598676523643,3.4657359027997265,7.395721608602045,1629,32,0.09050929538314101,-1.469326876681127,"Q2: lo-scaling, hi-content"
Carreum,Liguria / Regio IX,7.351799869057777,2.3978952727983707,6.274762021241939,531,11,0.006188040304001774,-1.4686836222318833,"Q2: lo-scaling, hi-content"
Ovilava,Noricum,9.637697426500445,3.9889840465642745,8.129469764784231,3393,54,0.3162986158723031,-1.4491205817209867,"Q2: lo-scaling, hi-content"
Corinium Dobunnorum,Britannia,9.789702763229508,4.0943445622221,6.848005274576363,942,60,-1.0674477562673772,-1.4482618174579436,"Q3: lo-scaling, lo-content"
Caesaromagus (Britannia),Britannia,7.438383530044307,2.4849066497880004,4.143134726391533,63,12,-2.2099081595475996,-1.4411974198839315,"Q3: lo-scaling, lo-content"
Ratae,Britannia,8.84922702143852,3.4657359027997265,6.480044561926653,652,32,-0.8251677512922511,-1.4303052688663098,"Q3: lo-scaling, lo-content"
Urso,Baetica,10.084975428581505,4.31748811353631,10.392680876175005,32620,75,2.2606045474395913,-1.4281144985937066,"Q2: lo-scaling, hi-content"
Libarna,Liguria / Regio IX,7.736307096548285,2.70805020110221,6.787844982309579,887,15,0.21817879847877464,-1.4228725621195326,"Q2: lo-scaling, hi-content"
Caesena,Aemilia / Regio VIII,7.8013913202914855,2.772588722239781,6.646390514847729,770,16,0.014071625135292365,-1.4030786237426134,"Q2: lo-scaling, hi-content"
Larinum,Apulia et Calabria / Regio II,8.445267451844648,3.2188758248682006,8.012680929706839,3019,25,0.9471154442110574,-1.3994482388091467,"Q2: lo-scaling, hi-content"
Augustodurum,Lugudunensis,7.351799869057777,2.4849066497880004,6.428105272684596,619,12,0.07506238674546406,-1.3816722452422536,"Q2: lo-scaling, hi-content"
Heraclea (Italia (III Lucania et Brutii)),Bruttium et Lucania / Regio III,7.351799869057777,2.4849066497880004,6.208590026096629,497,12,-0.14445285984250322,-1.3816722452422536,"Q3: lo-scaling, lo-content"
Vasio,Gallia Narbonensis,8.52158353971753,3.295836866004329,6.519147287940395,678,27,-0.6211304374650641,-1.3749535453284922,"Q3: lo-scaling, lo-content"
Tyndaris,Sicilia,8.278174290943738,3.1354942159291497,6.756932389247553,860,23,-0.2276878974938299,-1.3679554075740414,"Q3: lo-scaling, lo-content"
Himera,Sicilia,9.621522440413576,4.060443010546419,7.260522598089852,1423,58,-0.622019484243931,-1.3665415188578605,"Q3: lo-scaling, lo-content"
Hortona,Samnium / Regio IV,6.907755278982137,2.1972245773362196,6.025865973825314,414,9,-0.047900908340513304,-1.3640792638122545,"Q3: lo-scaling, lo-content"
Norba Caesarina,Lusitania,6.907755278982137,2.1972245773362196,6.139884552226255,464,9,0.06611767006042779,-1.3640792638122545,"Q2: lo-scaling, hi-content"
