province,urban_context_city,n,mean_date_range,mean_date_range_bca_lo,mean_date_range_bca_hi,mean_date_range_pct_lo,mean_date_range_pct_hi,median_date_range,median_date_range_bca_lo,median_date_range_bca_hi,median_date_range_pct_lo,median_date_range_pct_hi,latitude_null_rate,longitude_null_rate,not_before_null_rate,not_after_null_rate
Picenum / Regio V,Trea,38,91.5,77.84210526315789,109.03009546312188,76.81513157894736,108.2375,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Trebula Mutuesca,38,74.07894736842105,60.83724818569111,87.82625481265839,60.603289473684214,87.31644736842104,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Arabia,Philadelphia (Syria),38,16.0,5.162011280269041,34.748103354616724,4.313815789473688,31.317763157894724,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0
Noricum,Cetium,38,103.23684210526316,82.84180566143058,130.8421052631579,81.07894736842105,129.0,100.0,,,61.0,100.0,0.0,0.0,0.0,0.0
Mauretania Tingitana,Banasa,37,19.16216216216216,10.589360299471332,36.8693963951473,8.513513513513514,33.108108108108105,4.0,2.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Potentia (Italia (V Picenum)),37,102.48648648648648,84.68132872169573,124.30585455829211,83.5364864864865,123.00405405405404,76.0,76.0,100.0,76.0,100.0,0.0,0.0,0.0,0.0
Arabia,Gerasa,37,14.162162162162161,7.963079369884502,31.470285691037276,6.405405405405405,25.29864864864864,2.0,,,1.0,8.0,0.0,0.0,0.0,0.0
Moesia superior,Ulpiana,37,114.62162162162163,93.8698449905774,143.67360192359962,93.26418918918921,139.16216216216216,100.0,,,70.0,150.0,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Cremona,37,92.13513513513513,73.69626444845771,111.0227891801555,74.23783783783784,110.41081081081077,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Baetica,Hispalis,36,76.30555555555556,59.3056864011901,97.78971376567165,58.581944444444446,95.19722222222221,60.0,,,50.0,99.0,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Forum Livii,36,95.41666666666667,78.25230399247067,117.7811930953318,77.10972222222223,114.8625,100.0,,,85.0,100.0,0.0,0.0,0.0,0.0
Aegyptus,Alexandria (Aegyptus),36,20.13888888888889,11.805555555555555,41.073457401070705,10.277083333333335,33.973611111111104,11.0,2.0,14.0,2.0,14.0,0.0,0.0,0.0,0.0
Dalmatia,Magnum,36,178.72222222222223,150.54310925478524,212.32753830698388,147.80555555555554,209.9173611111111,150.0,,,150.0,200.0,0.0,0.0,0.0,0.0
Arabia,,36,44.80555555555556,22.844259969297845,72.80941264058352,22.744444444444454,71.00069444444443,4.0,2.0,13.5,2.0,13.0,0.0,0.0,0.0,0.0
Dalmatia,Tragurium,36,123.02777777777777,100.17427806676454,145.93208763994082,101.19166666666666,146.30555555555554,150.0,,,109.0,150.0,0.0,0.0,0.0,0.0
Lycia et Pamphylia,,36,24.805555555555557,13.833333333333334,44.95436587157361,12.472222222222221,40.72569444444442,10.0,5.0,13.0,4.0,13.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Angitia,36,67.58333333333333,59.0,76.3689773838464,58.802777777777784,76.55624999999999,55.0,42.0,100.0,42.0,100.0,0.0,0.0,0.0,0.0
Palaestina,Aelia Capitolina,36,116.36111111111111,77.90255592455946,159.94011937233984,75.9701388888889,157.14374999999998,60.0,,,19.0,170.0,0.0,0.0,0.0,0.0
Hispania citerior,Aeso,36,102.72222222222223,83.43127953963892,124.75004795600034,82.80555555555556,124.13958333333332,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Liguria / Regio IX,Hasta,36,120.83333333333333,104.44444444444444,138.80432063986456,104.44444444444444,138.88888888888889,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Hispania citerior,Baetulo,35,155.94285714285715,121.45568290236082,193.93124229400348,120.62642857142858,192.06571428571422,124.0,100.0,200.0,100.0,200.0,0.0,0.0,0.0,0.0
Germania superior,Arae Flaviae,35,93.54285714285714,73.94824581547176,115.53403215150209,72.11428571428571,115.60071428571428,60.0,,,60.0,130.49999999999727,0.0,0.0,0.0,0.0
Arabia,Bostra,35,17.542857142857144,8.428571428571429,38.67533020546047,6.142857142857143,32.6592857142857,2.0,1.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0
Hispania citerior,Toletum,35,107.02857142857142,89.29004065597297,126.31934414110232,88.85714285714286,125.88857142857141,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Hispania citerior,Celsa,35,75.25714285714285,55.82857142857143,106.60402462251722,52.712857142857146,103.3442857142857,55.0,,,50.0,55.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Ferentum,35,60.65714285714286,45.93960127064635,86.52517172170042,43.62714285714286,82.05785714285715,50.0,,,30.0,56.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Rudiae,35,113.42857142857143,94.37992514276695,139.27673566197473,90.99857142857144,137.25785714285715,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Baetica,Gades,34,92.88235294117646,79.72135033261492,116.40006568546688,77.08823529411765,112.41617647058821,100.0,,,60.0,100.0,0.0,0.0,0.0,0.0
Belgica,Beda,34,159.14705882352942,119.05931455141109,198.43191993536095,120.40955882352941,197.7058823529412,125.0,70.0,287.5,100.0,300.0,0.0,0.0,0.0,0.0
,Vindonissa,34,94.0,74.1905055218285,129.2219274947698,71.02720588235294,120.85441176470589,100.0,,,70.0,100.0,0.0,0.0,0.0,0.0
Belgica | Germania inferior,,34,131.26470588235293,104.67594284310476,158.35294117647058,104.84558823529413,159.06323529411762,130.0,,,80.0,200.0,0.0,0.0,0.0,0.0
Baetica,Illiberi,33,73.12121212121212,58.34748770703172,88.61325715684762,58.81818181818182,88.06136363636364,60.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Aecae,33,74.21212121212122,57.878787878787875,91.43178960311545,57.211363636363636,91.57651515151515,80.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Sutrium,33,112.12121212121212,86.72712734675477,139.44881198211277,86.57121212121213,139.130303030303,100.0,,,53.0,150.0,0.0,0.0,0.0,0.0
Moesia superior,Dard(...),33,105.3030303030303,87.33285187418478,123.41415698684872,85.93712121212121,123.12121212121212,100.0,,,100.0,130.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Signia,33,80.21212121212122,65.28689736894657,93.89524547138443,66.57424242424243,94.87954545454545,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Sicilia,Lipara,33,121.27272727272727,96.81818181818181,147.06060606060606,95.39015151515152,145.67424242424238,100.0,42.0,200.0,100.0,200.0,0.0,0.0,0.0,0.0
Lusitania,Olisipo,32,58.71875,41.33120202482078,82.03125,39.4671875,79.03281249999999,50.0,,,20.425000000000132,100.0,0.0,0.0,0.0,0.0
Britannia,Ratae,32,143.78125,113.7753164691461,175.54389642381312,114.62109375,173.97812499999995,100.0,,,100.0,215.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Liternum,32,105.3125,78.46875,140.98664189242805,74.43593750000001,139.03437499999998,90.0,50.0,110.0,50.0,115.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Trebula Balliensis,31,85.19354838709677,65.58115049507337,108.33877077766013,64.70887096774193,107.09677419354838,71.0,51.0,100.0,51.0,100.0,0.0,0.0,0.0,0.0
Baetica,Aurgi,31,89.74193548387096,80.74065316855656,98.09677419354838,80.74112903225806,98.45241935483871,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Saturnia,31,92.58064516129032,76.099812683419,108.55565241847421,75.7741935483871,108.48467741935484,81.0,61.0,100.0,61.0,121.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Castrum Novum (Italia (VII Etruria)),31,74.80645161290323,56.88596280604406,97.48042789308778,53.83790322580645,96.29112903225807,80.0,33.0,100.0,33.0,100.0,0.0,0.0,0.0,0.0
Hispania citerior,Lucentum,31,109.16129032258064,89.06723512600131,135.50615829692504,86.83548387096775,131.93870967741933,100.0,,,99.00000000000176,100.0,0.0,0.0,0.0,0.0
Germania superior,Epamanduodurum,31,198.51612903225808,152.8059817064753,237.80791817802418,156.98870967741937,240.4975806451612,300.0,,,100.0,300.0,0.0,0.0,0.0,0.0
Baetica,Iptuci,30,54.233333333333334,44.733333333333334,71.03018500476998,42.66583333333333,68.20083333333334,40.0,,,30.0,59.5,0.0,0.0,0.0,0.0
Numidia,Tiddis,30,97.3,79.12949641173805,116.92621175163464,77.8325,115.58166666666658,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Numistro,30,84.73333333333333,74.93368935165716,93.04857393009809,75.5325,93.26833333333332,100.0,,,75.0,100.0,0.0,0.0,0.0,0.0
Gallia Narbonensis,Ruscino,29,33.241379310344826,23.573763242408685,46.65835852642944,22.688793103448276,45.37931034482759,26.0,7.0,42.0,14.0,46.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Cingulum,29,78.03448275862068,57.83835434393992,105.78536931956882,54.963793103448275,100.94310344827579,50.0,30.0,75.0,50.0,100.0,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Mantua,29,72.37931034482759,58.758620689655174,88.41338753045382,57.55172413793103,88.14224137931032,61.0,,,61.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Absortium,29,182.75862068965517,156.89655172413794,212.06896551724137,153.44827586206895,210.3879310344825,150.0,,,150.0,150.0,0.0,0.0,0.0,0.0
Lusitania,Salmantica,29,97.13793103448276,81.34740024240219,115.58620689655173,79.68793103448276,113.93275862068964,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Moesia inferior,Callatis,29,59.89655172413793,38.94115889492977,87.32382218939968,35.58362068965518,85.62155172413793,21.0,13.0,70.0,13.0,70.0,0.0,0.0,0.0,0.0
Roma,,29,86.86206896551724,64.93103448275862,146.33019213207487,59.68534482758621,123.41465517241379,60.0,,,50.0,70.0,0.0,0.0,0.0,0.0
Aquitani(c)a,Vesunna,29,81.58620689655173,58.832216939095694,105.72413793103448,60.241379310344826,106.0060344827586,50.0,40.0,140.0,40.0,100.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Atella,29,77.13793103448276,60.519165871405086,94.78148647770202,60.40862068965518,93.82931034482758,71.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Numidia,Cuicul,29,17.310344827586206,5.022472514002051,59.04524817466182,2.8275862068965516,40.3801724137931,2.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0
Baetica,Ossigi,29,68.62068965517241,56.89655172413792,86.55172413793103,53.793103448275865,84.48275862068965,60.0,,,40.0,100.0,0.0,0.0,0.0,0.0
Macedonia,Stobi,28,112.60714285714286,89.16049308490831,142.93806948030883,84.82142857142857,141.07232142857143,100.0,,,100.0,140.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Camerinum,28,72.0,54.369071755285056,93.10671493967519,52.606249999999996,91.5017857142857,65.5,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Forum Popili (Italia (VIII Aemilia)),28,70.39285714285714,58.285714285714285,91.85388884661499,56.857142857142854,88.21517857142857,50.0,,,50.0,70.0,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Parentium,27,69.25925925925925,52.27484301237414,92.2479944078904,50.03518518518519,88.93240740740737,50.0,,,36.0,100.0,0.0,0.0,0.0,0.0
Barbaricum,,27,97.4074074074074,68.78865592977881,135.22490797809414,66.99907407407407,132.34351851851847,57.0,30.0,100.0,30.0,100.0,0.0,0.0,0.0,0.0
Baetica,Ulia,27,57.074074074074076,44.54457513815078,71.48148148148148,43.70092592592593,70.40833333333333,60.0,40.0,100.0,24.0,100.0,0.0,0.0,0.0,0.0
Sicilia,Syracusae,27,95.11111111111111,69.07104015131623,124.49301672118266,68.32870370370371,122.55833333333332,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Lugudunensis,Cabillonum,27,73.37037037037037,55.88374057899778,92.9607414403481,56.25833333333333,90.96296296296296,70.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Cora,27,84.4074074074074,65.25925925925925,110.53804015930763,63.40648148148148,107.52407407407405,61.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Britannia,Viroconium,27,172.25925925925927,126.72624969951532,212.96296296296296,131.77314814814815,212.7083333333333,250.0,200.0,250.0,100.0,250.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Tolentinum,27,108.11111111111111,84.28229784011376,133.89259362105895,83.70000000000002,133.00185185185185,100.0,,,61.0,100.0,0.0,0.0,0.0,0.0
Thracia,Heraclea (Thracia),27,81.74074074074075,60.71178519551371,107.11024493114341,59.25833333333333,103.29814814814813,100.0,,,24.0,100.0,0.0,0.0,0.0,0.0
Gallia Narbonensis,Tolosa,27,113.4074074074074,84.50744598803573,142.2221136807194,84.03703703703704,145.52592592592586,100.0,30.0,200.0,30.0,200.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Nepet,27,78.25925925925925,54.888888888888886,106.59259259259261,53.85000000000001,103.29722222222222,50.0,42.0,101.0,42.0,101.0,0.0,0.0,0.0,0.0
Syria,Palmyra,27,28.25925925925926,15.89235634281038,47.67799380829193,14.74074074074074,44.630555555555546,12.0,3.0,30.0,3.0,30.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Sinuessa,27,88.14814814814815,66.37932121603413,112.4506464352812,65.925,111.96296296296296,80.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Gallia Narbonensis,Vasio,27,122.11111111111111,99.14814814814815,153.45315523037038,97.01851851851855,150.00648148148144,100.0,,,100.0,130.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Atria,26,113.34615384615384,89.6605784381016,130.7772190593882,90.22692307692309,133.1153846153846,150.0,,,100.0,150.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Tifernum Tiberinum,26,71.73076923076923,56.01854579603002,86.73076923076923,55.42211538461538,87.34711538461538,100.0,,,40.0,100.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Grumentum,26,96.73076923076923,68.37114110521131,128.1922383803553,66.18846153846155,126.96346153846153,89.0,50.0,165.0,29.5,165.0,0.0,0.0,0.0,0.0
Britannia,Calleva,26,233.23076923076923,196.55978164105767,257.3076923076923,203.46153846153845,261.2403846153846,258.0,,,258.0,258.0,0.0,0.0,0.0,0.0
Germania superior,Noviomagus (Germania Superior),26,133.6153846153846,114.38461538461539,157.69230769230768,112.37692307692309,155.3096153846154,130.0,,,100.0,150.0,0.0,0.0,0.0,0.0
Aemilia / Regio VIII,Brixellum,26,83.53846153846153,72.36203227213323,94.0179529265391,73.15384615384616,94.26923076923077,100.0,,,60.5,100.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Barium,26,86.61538461538461,70.82169217886145,103.85735864562297,69.34423076923076,103.73076923076923,100.0,,,58.0,100.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Petelia,26,74.8076923076923,60.90213779232164,85.8076923076923,62.22884615384616,86.30961538461537,100.0,,,55.0,100.0,0.0,0.0,0.0,0.0
Hispania citerior,Segovia,26,92.34615384615384,77.9559142287951,109.61538461538461,77.0,107.6923076923077,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Larinum,25,69.64,48.18479698930656,102.92,45.079,97.841,50.0,15.0,100.0,15.975000000000044,100.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Matilica,25,107.12,83.78173026738068,130.70003105130684,83.919,130.84,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Uchi Maius,25,41.8,23.44,70.67089518273703,21.64,64.96399999999997,6.0,3.0,50.0,2.0,50.0,0.0,0.0,0.0,0.0
Picenum / Regio V,Pausulae,25,81.76,64.27439965196051,104.28797953334515,63.19700000000001,103.12,70.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Lugudunensis,Intaranum,25,168.4,137.6,190.7215074179897,141.6,192.8,200.0,,,200.0,200.0,0.0,0.0,0.0,0.0
Britannia,Glevum,25,159.84,116.95822620634158,196.31180530222983,121.26000000000003,196.9359999999999,200.0,,,50.0,250.0,0.0,0.0,0.0,0.0
Africa proconsularis,Tipasa,25,101.32,72.10811661330405,133.80013952639572,70.637,132.964,100.0,50.0,200.0,36.0,200.0,0.0,0.0,0.0,0.0
Dalmatia,Flanona,25,173.24,143.24,208.0,141.99300000000002,208.0,150.0,,,130.22500000000136,150.0,0.0,0.0,0.0,0.0
Hispania citerior,Palma,24,138.29166666666666,113.86692381238397,165.30504836583657,111.95520833333333,165.00104166666665,151.0,,,100.0,181.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Velia,24,91.79166666666667,77.20833333333333,104.9441412392432,77.45625,106.50208333333332,100.0,,,71.0,100.0,0.0,0.0,0.0,0.0
Mauretania Caesariensis,Tubusuctu,24,76.25,47.25,108.66666666666667,47.25,109.334375,100.0,,,1.0,100.0,0.0,0.0,0.0,0.0
,Arae Flaviae,24,150.20833333333334,120.36707500761078,168.75,125.82291666666669,170.83854166666666,180.0,,,180.0,180.0,0.0,0.0,0.0,0.0
Syria,Heliopolis (Syria),24,15.166666666666666,9.747389627919928,30.79226606158985,8.457291666666668,24.75,15.0,,,6.462500000000066,15.0,0.0,0.0,0.0,0.0
Dalmatia,Arupium,24,160.75,107.04166666666667,258.01671361175136,96.74791666666667,231.46041666666667,130.0,,,100.0,150.0,0.0,0.0,0.0,0.0
Africa proconsularis,Thala,24,112.16666666666667,89.34707734156231,134.90946309735816,88.99583333333334,133.375,130.0,,,60.0,130.0,0.0,0.0,0.0,0.0
Hispania citerior,Bracara,24,130.875,88.85145324511939,179.00571977179527,84.87291666666667,174.96041666666667,100.0,,,45.0,200.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Cortona,24,113.79166666666667,90.875,140.4293848602385,90.08333333333333,138.37604166666665,100.0,,,65.0,150.0,0.0,0.0,0.0,0.0
Africa proconsularis,Musti,24,46.666666666666664,26.122190929116716,78.70985084490165,24.833333333333332,74.04791666666664,20.0,3.5,50.0,3.0,50.0,0.0,0.0,0.0,0.0
Liguria / Regio IX,Pedona,24,80.54166666666667,68.11595034602786,89.16666666666669,70.125,90.54166666666667,100.0,,,65.0,100.0,0.0,0.0,0.0,0.0
Etruria / Regio VII,Cosa,24,40.0,27.280278694064165,56.57732284340838,26.372916666666672,55.125,24.0,15.0,50.0,20.0,50.0,0.0,0.0,0.0,0.0
Germania superior,Lousonna,24,132.125,98.78012332071171,171.5094915301228,96.08333333333333,168.6677083333333,100.0,,,90.0,200.0,0.0,0.0,0.0,0.0
Mauretania Tingitana,,23,42.391304347826086,25.983011152972743,74.44180168273724,22.91304347826087,65.13152173913043,24.0,13.0,50.0,13.0,50.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Potentia (Italia (III Lucania et Brutii)),23,122.8695652173913,96.08695652173913,150.9358576895665,94.56413043478261,149.95760869565217,100.0,,,70.0,200.0,0.0,0.0,0.0,0.0
Dalmatia,Senia,23,110.82608695652173,84.85640814529006,148.62458458344923,82.08695652173913,142.9717391304347,100.0,50.0,150.0,70.0,150.0,0.0,0.0,0.0,0.0
Macedonia,Neapolis (Macedonia),23,191.91304347826087,132.1951597398975,252.71568768811795,129.30108695652174,255.6315217391303,100.0,75.78710754198258,200.0,100.0,331.0,0.0,0.0,0.0,0.0
Sicilia,Tyndaris,23,86.78260869565217,54.92910881847823,125.79074002960735,52.08260869565218,122.17717391304346,50.0,7.0,200.0,7.0,200.0,0.0,0.0,0.0,0.0
Hispania citerior,Caesaraugusta,23,85.43478260869566,67.04347826086956,121.13037531326556,63.47608695652175,112.34999999999998,100.0,68.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
Baetica,Iliturgi,23,84.43478260869566,64.58586299395883,108.43478260869566,63.20869565217393,106.9141304347826,100.0,61.0,130.0,60.0,100.0,0.0,0.0,0.0,0.0
Aquitani(c)a,Aquae Tarbellicae,23,237.34782608695653,178.76333390040185,297.67317738728485,174.47391304347826,296.74239130434785,200.0,100.0,400.0,100.0,400.0,0.0,0.0,0.0,0.0
Umbria / Regio VI,Pitinum Pisaurense,23,91.52173913043478,70.31296164902803,114.08695652173913,69.90978260869566,114.04891304347822,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Issa,23,163.1304347826087,131.04343070242098,235.0482760656908,123.69239130434784,214.80652173913032,150.0,,,150.0,150.0,0.0,0.0,0.0,0.0
Germania superior,Sumelocenna,23,104.91304347826087,86.25071723817163,120.86956521739128,87.21739130434783,120.9141304347826,100.0,,,100.0,150.0,0.0,0.0,0.0,0.0
Baetica,Regina,22,73.36363636363636,52.71275197679777,108.74008191809358,49.362500000000004,102.41136363636362,60.0,,,30.0,100.0,0.0,0.0,0.0,0.0
Hispania citerior,Ilerda,22,83.86363636363636,63.03373013721429,118.9090909090909,60.815909090909095,112.41136363636362,85.0,40.99894495884463,100.0,40.0,100.0,0.0,0.0,0.0,0.0
Roma,Tegianum,22,101.63636363636364,80.0,128.81236486582722,77.9090909090909,125.72954545454544,100.0,,,60.0,125.0,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Arpinum,22,97.5,82.06149583117295,116.92109801202012,81.18181818181819,115.73409090909088,100.0,,,81.0,100.0,0.0,0.0,0.0,0.0
,Noviomagus (Germania Superior),22,195.86363636363637,165.43504198404585,225.4100825400048,165.90454545454546,226.72727272727272,193.0,168.0,240.5,169.9500000000001,270.0,0.0,0.0,0.0,0.0
Dalmatia,Arba,22,138.72727272727272,89.6465075442297,215.84030853527796,80.49545454545455,201.99204545454526,125.0,36.5,150.0,36.5,150.0,0.0,0.0,0.0,0.0
Pannonia superior,Aquae Balissae,22,79.5909090909091,56.96124482519153,114.47205706786282,53.0,108.36931818181814,90.0,40.5,100.0,40.0,100.0,0.0,0.0,0.0,0.0
Africa proconsularis,Sufetula,22,81.13636363636364,49.12631197802622,124.33048690996098,46.58977272727273,117.64431818181814,29.5,8.5,150.0,8.0,150.0,0.0,0.0,0.0,0.0
Pannonia superior,Carnuntum (2),22,75.81818181818181,49.40346742925194,112.98454763114287,46.90568181818182,110.50227272727271,55.0,24.0,100.0,24.0,100.0,0.0,0.0,0.0,0.0
Thracia,Serdica,22,108.36363636363636,69.26094969243677,156.0,65.36136363636363,151.82499999999996,100.0,,,7.0,200.0,0.0,0.0,0.0,0.0
Raetia,Cambodunum,22,145.4090909090909,94.30702666438818,196.1818181818182,99.08863636363637,195.27386363636364,100.0,,,50.0,250.0,0.0,0.0,0.0,0.0
Asia,Sardis,22,78.0,46.16952520044679,126.35218256015972,42.03977272727274,121.64090909090908,32.5,6.0,100.0,6.0,100.0,0.0,0.0,0.0,0.0
Macedonia,Dium,22,124.18181818181819,85.43553874559059,169.23441167331424,82.85795454545455,168.64090909090905,83.0,32.0,200.0,35.0,200.0,0.0,0.0,0.0,0.0
Belgica,Divodurum,21,103.71428571428571,77.47704182800709,132.9246888093013,76.09285714285716,132.48095238095237,100.0,,,60.0,130.0,0.0,0.0,0.0,0.0
Hispania citerior,Ebusus,21,95.04761904761905,69.9047619047619,128.1904761904762,67.71428571428571,124.09761904761905,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Fagifulae,21,97.9047619047619,66.4487742423482,133.84464147249955,67.3797619047619,130.67023809523806,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Syria,Apamea (Syria) (1),21,11.571428571428571,9.137144895763749,13.428571428571429,9.379761904761907,13.478571428571415,14.0,,,14.0,14.0,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Feltria,21,80.38095238095238,61.80952380952381,101.65196771954346,61.616666666666674,100.66785714285714,100.0,,,50.0,100.0,0.0,0.0,0.0,0.0
Dalmatia,Ansium,21,195.95238095238096,145.2387949422319,278.242841108485,134.2797619047619,263.5892857142856,150.0,,,150.0,200.0,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,Copia,20,71.15,53.238985188994164,88.44891816773473,53.946250000000006,88.75374999999998,64.0,46.0,100.0,46.0,100.0,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Cannae,20,48.1,31.597728238724176,69.45,28.598750000000003,67.80125,36.0,12.5,93.5,12.5,93.5,0.0,0.0,0.0,0.0
Hispania citerior,Calagurris,20,114.2,77.26138047437334,161.71590086699646,76.64875,157.5,84.0,50.0,150.0,50.0,150.0,0.0,0.0,0.0,0.0
Gallia Narbonensis,Aquae Sextiae,20,44.15,27.0599956140521,66.41683310624566,26.05,63.06124999999994,28.0,,,1.0,75.0,0.0,0.0,0.0,0.0
Samnium / Regio IV,Cures,20,32.6,17.2,52.35,16.747500000000006,50.50124999999999,15.0,,,3.5,27.0,0.0,0.0,0.0,0.0
Africa proconsularis,Oea,20,163.3,113.4947795158655,208.0825421209908,113.1,209.5525,200.0,,,100.0,215.0,0.0,0.0,0.0,0.0
Aegyptus,Coptos,20,32.1,16.45,53.229285223584654,12.55,52.25,2.0,,,1.0,58.0,0.0,0.0,0.0,0.0
Asia,Miletus,20,46.4,21.681915176620315,88.10332374214691,17.243750000000013,83.20624999999997,8.5,2.0,33.5,2.0,33.0,0.0,0.0,0.0,0.0
Britannia,Noviomagus (Britannia (Inferior et Superior)),19,171.73684210526315,121.08056575475999,224.30817790912647,121.63157894736842,223.6881578947368,200.0,50.0,258.0,58.0,258.0,0.0,0.0,0.0,0.0
Creta et Cyrenaica,Gortyna,19,49.63157894736842,28.963136133943987,70.99009354321056,28.786842105263165,71.68552631578947,32.0,3.0,100.0,5.0,100.0,0.0,0.0,0.0,0.0
Britannia,Venta Silurum,19,190.10526315789474,139.71089475796046,217.89473684210526,150.21052631578948,223.1578947368421,230.0,,,230.0,230.0,0.0,0.0,0.0,0.0
Thracia,Beroea (Thracia),19,35.94736842105263,11.44458753942459,90.0595943643741,6.947368421052632,72.57894736842105,5.0,1.0,13.0,1.0,13.0,0.0,0.0,0.0,0.0
Africa proconsularis,Capsa,19,61.89473684210526,47.94736842105263,87.44095210869264,45.26184210526316,82.78947368421052,60.0,,,60.0,60.0,0.0,0.0,0.0,0.0
Africa proconsularis,Mactaris,19,39.94736842105263,20.210526315789473,94.17008227076309,15.732894736842113,75.16578947368417,14.0,5.0,40.0,5.0,40.0,0.0,0.0,0.0,0.0
Mauretania Caesariensis,Rapidum,19,10.157894736842104,5.965845186031456,18.648845146792155,5.051315789473686,16.842105263157894,3.0,2.0,14.0,2.0,14.0,0.0,0.0,0.0,0.0
Gallia Narbonensis,Massalia,19,101.05263157894737,87.93471023074389,118.32535950697084,86.20789473684212,116.84210526315789,100.0,,,100.0,100.0,0.0,0.0,0.0,0.0
Hispania citerior,Bilbilis,19,123.3157894736842,91.85946802325623,170.51504045865587,88.8921052631579,161.16315789473683,100.0,96.0,200.0,68.0,125.0,0.0,0.0,0.0,0.0
Baetica,Urgao,19,76.3157894736842,51.04442163749727,117.13573978405168,46.526315789473685,110.47368421052632,61.0,16.0,100.0,16.0,100.0,0.0,0.0,0.0,0.0
Cilicia,Anazarbus,19,52.578947368421055,26.81979605336473,91.15706373717077,23.63026315789474,85.2657894736842,22.0,18.0,50.0,5.0,46.0,0.0,0.0,0.0,0.0
Thracia,Philippopolis (Thracia),19,42.26315789473684,21.80094445250971,96.01724752952394,16.157894736842106,75.95131578947367,17.0,2.0,50.0,2.0,50.0,0.0,0.0,0.0,0.0
