nb,na,n,width,category,env_overlap_frac,share_corpus,cum_n,cum_share_corpus
194,195,9,2,other,1.0,4.9831403750643654e-05,170712,0.9452020663422088
193,194,9,2,other,1.0,4.9831403750643654e-05,170721,0.9452518977459595
141,300,9,160,other,1.0,4.9831403750643654e-05,170730,0.9453017291497101
194,250,9,57,other,1.0,4.9831403750643654e-05,170739,0.9453515605534608
96,130,9,35,other,1.0,4.9831403750643654e-05,170748,0.9454013919572114
85,92,9,8,other,1.0,4.9831403750643654e-05,170757,0.9454512233609621
253,255,9,3,other,1.0,4.9831403750643654e-05,170766,0.9455010547647127
255,255,9,1,year_precise,1.0,4.9831403750643654e-05,170775,0.9455508861684634
269,271,9,3,other,1.0,4.9831403750643654e-05,170784,0.945600717572214
171,260,9,90,other,1.0,4.9831403750643654e-05,170793,0.9456505489759647
167,200,9,34,other,1.0,4.9831403750643654e-05,170802,0.9457003803797153
126,275,9,150,other,1.0,4.9831403750643654e-05,170811,0.945750211783466
1,260,9,260,other,1.0,4.9831403750643654e-05,170820,0.9458000431872166
1,350,9,350,multi_century,1.0,4.9831403750643654e-05,170829,0.9458498745909673
72,72,9,1,year_precise,1.0,4.9831403750643654e-05,170838,0.9458997059947178
71,330,9,260,other,1.0,4.9831403750643654e-05,170847,0.9459495373984685
117,117,9,1,year_precise,1.0,4.9831403750643654e-05,170856,0.9459993688022191
41,150,9,110,other,1.0,4.9831403750643654e-05,170865,0.9460492002059698
40,41,9,2,other,1.0,4.9831403750643654e-05,170874,0.9460990316097204
41,120,9,80,other,1.0,4.9831403750643654e-05,170883,0.9461488630134711
117,300,9,184,other,1.0,4.9831403750643654e-05,170892,0.9461986944172217
1,33,9,33,other,1.0,4.9831403750643654e-05,170901,0.9462485258209724
121,130,9,10,other,1.0,4.9831403750643654e-05,170910,0.946298357224723
185,192,9,8,other,1.0,4.9831403750643654e-05,170919,0.9463481886284737
-16,-16,9,1,year_precise,1.0,4.9831403750643654e-05,170928,0.9463980200322243
147,161,9,15,other,1.0,4.9831403750643654e-05,170937,0.946447851435975
208,209,9,2,other,1.0,4.9831403750643654e-05,170946,0.9464976828397256
69,81,9,13,other,1.0,4.9831403750643654e-05,170955,0.9465475142434763
286,286,9,1,year_precise,1.0,4.9831403750643654e-05,170964,0.9465973456472269
68,69,9,2,other,1.0,4.9831403750643654e-05,170973,0.9466471770509776
-8,15,9,24,bc_ad_boundary,1.0,4.9831403750643654e-05,170982,0.9466970084547282
1,101,9,101,other,1.0,4.9831403750643654e-05,170991,0.9467468398584789
110,110,9,1,year_precise,1.0,4.9831403750643654e-05,171000,0.9467966712622294
-20,100,9,121,bc_ad_boundary,1.0,4.9831403750643654e-05,171009,0.9468465026659801
197,275,9,79,other,1.0,4.9831403750643654e-05,171018,0.9468963340697307
107,230,9,124,other,1.0,4.9831403750643654e-05,171027,0.9469461654734814
1,125,9,125,other,1.0,4.9831403750643654e-05,171036,0.946995996877232
108,200,9,93,other,1.0,4.9831403750643654e-05,171045,0.9470458282809827
295,295,9,1,year_precise,1.0,4.9831403750643654e-05,171054,0.9470956596847333
106,106,9,1,year_precise,1.0,4.9831403750643654e-05,171063,0.947145491088484
71,80,9,10,other,1.0,4.9831403750643654e-05,171072,0.9471953224922346
237,238,9,2,other,1.0,4.9831403750643654e-05,171081,0.9472451538959853
133,134,9,2,other,1.0,4.9831403750643654e-05,171090,0.9472949852997359
134,135,9,2,other,1.0,4.9831403750643654e-05,171099,0.9473448167034866
251,500,9,250,multi_century,0.4,4.9831403750643654e-05,171108,0.9473946481072372
70,130,9,61,other,1.0,4.9831403750643654e-05,171117,0.9474444795109879
104,104,9,1,year_precise,1.0,4.9831403750643654e-05,171126,0.9474943109147385
175,176,9,2,other,1.0,4.9831403750643654e-05,171135,0.9475441423184892
-9,-9,9,1,year_precise,1.0,4.9831403750643654e-05,171144,0.9475939737222397
151,152,9,2,other,1.0,4.9831403750643654e-05,171153,0.9476438051259904
175,177,9,3,other,1.0,4.9831403750643654e-05,171162,0.947693636529741
123,124,9,2,other,1.0,4.9831403750643654e-05,171171,0.9477434679334917
125,125,9,1,year_precise,1.0,4.9831403750643654e-05,171180,0.9477932993372423
124,125,9,2,other,1.0,4.9831403750643654e-05,171189,0.947843130740993
222,270,9,49,other,1.0,4.9831403750643654e-05,171198,0.9478929621447436
224,235,9,12,other,1.0,4.9831403750643654e-05,171207,0.9479427935484943
310,311,9,2,other,1.0,4.9831403750643654e-05,171216,0.9479926249522449
309,310,9,2,other,1.0,4.9831403750643654e-05,171225,0.9480424563559956
54,79,9,26,other,1.0,4.9831403750643654e-05,171234,0.9480922877597462
305,310,9,6,other,1.0,4.9831403750643654e-05,171243,0.9481421191634969
54,69,9,16,reign:Neronian,1.0,4.9831403750643654e-05,171252,0.9481919505672475
26,26,9,1,year_precise,1.0,4.9831403750643654e-05,171261,0.9482417819709982
15,15,9,1,year_precise,1.0,4.9831403750643654e-05,171270,0.9482916133747488
-51,-1,9,51,other,0.9804,4.9831403750643654e-05,171279,0.9483414447784995
181,250,9,70,other,1.0,4.9831403750643654e-05,171288,0.94839127618225
31,250,9,220,other,1.0,4.9831403750643654e-05,171297,0.9484411075860006
19,37,9,19,other,1.0,4.9831403750643654e-05,171306,0.9484909389897513
339,341,9,3,other,1.0,4.9831403750643654e-05,171315,0.9485407703935019
31,80,9,50,other,1.0,4.9831403750643654e-05,171324,0.9485906017972526
35,35,9,1,year_precise,1.0,4.9831403750643654e-05,171333,0.9486404332010032
-80,-1,9,80,other,0.625,4.9831403750643654e-05,171342,0.9486902646047539
333,333,9,1,year_precise,1.0,4.9831403750643654e-05,171351,0.9487400960085045
-10,50,9,61,bc_ad_boundary,1.0,4.9831403750643654e-05,171360,0.9487899274122552
-25,30,9,56,bc_ad_boundary,1.0,4.9831403750643654e-05,171369,0.9488397588160058
202,203,9,2,other,1.0,4.9831403750643654e-05,171378,0.9488895902197565
55,70,9,16,other,1.0,4.9831403750643654e-05,171387,0.9489394216235071
262,262,8,1,year_precise,1.0,4.429458111168325e-05,171395,0.9489837162046189
9,69,8,61,other,1.0,4.429458111168325e-05,171403,0.9490280107857305
79,96,8,18,other,1.0,4.429458111168325e-05,171411,0.9490723053668422
171,210,8,40,other,1.0,4.429458111168325e-05,171419,0.9491165999479538
170,230,8,61,other,1.0,4.429458111168325e-05,171427,0.9491608945290656
170,180,8,11,other,1.0,4.429458111168325e-05,171435,0.9492051891101773
168,169,8,2,other,1.0,4.429458111168325e-05,171443,0.9492494836912889
73,74,8,2,other,1.0,4.429458111168325e-05,171451,0.9492937782724006
85,120,8,36,other,1.0,4.429458111168325e-05,171459,0.9493380728535122
97,98,8,2,other,1.0,4.429458111168325e-05,171467,0.949382367434624
167,275,8,109,other,1.0,4.429458111168325e-05,171475,0.9494266620157357
-3,-2,8,2,other,1.0,4.429458111168325e-05,171483,0.9494709565968473
329,329,8,1,year_precise,1.0,4.429458111168325e-05,171491,0.949515251177959
-22,-15,8,8,other,1.0,4.429458111168325e-05,171499,0.9495595457590706
15,100,8,86,other,1.0,4.429458111168325e-05,171507,0.9496038403401824
311,311,8,1,year_precise,1.0,4.429458111168325e-05,171515,0.9496481349212941
323,323,8,1,year_precise,1.0,4.429458111168325e-05,171523,0.9496924295024057
327,327,8,1,year_precise,1.0,4.429458111168325e-05,171531,0.9497367240835174
43,44,8,2,other,1.0,4.429458111168325e-05,171539,0.9497810186646292
37,70,8,34,other,1.0,4.429458111168325e-05,171547,0.9498253132457408
272,275,8,4,other,1.0,4.429458111168325e-05,171555,0.9498696078268525
271,271,8,1,year_precise,1.0,4.429458111168325e-05,171563,0.9499139024079641
258,258,8,1,year_precise,1.0,4.429458111168325e-05,171571,0.9499581969890758
166,180,8,15,other,1.0,4.429458111168325e-05,171579,0.9500024915701876
165,166,8,2,other,1.0,4.429458111168325e-05,171587,0.9500467861512992
164,169,8,6,other,1.0,4.429458111168325e-05,171595,0.9500910807324109
84,84,8,1,year_precise,1.0,4.429458111168325e-05,171603,0.9501353753135225
81,117,8,37,other,1.0,4.429458111168325e-05,171611,0.9501796698946343
101,110,8,10,other,1.0,4.429458111168325e-05,171619,0.950223964475746
-70,50,8,121,bc_ad_boundary,0.8347,4.429458111168325e-05,171627,0.9502682590568576
101,160,8,60,other,1.0,4.429458111168325e-05,171635,0.9503125536379693
-13,-13,8,1,year_precise,1.0,4.429458111168325e-05,171643,0.950356848219081
99,100,8,2,other,1.0,4.429458111168325e-05,171651,0.9504011428001927
100,300,8,201,other,1.0,4.429458111168325e-05,171659,0.9504454373813044
44,44,8,1,year_precise,1.0,4.429458111168325e-05,171667,0.950489731962416
331,700,8,370,other,0.0541,4.429458111168325e-05,171675,0.9505340265435277
312,315,8,4,other,1.0,4.429458111168325e-05,171683,0.9505783211246395
162,166,8,5,other,1.0,4.429458111168325e-05,171691,0.9506226157057511
-31,30,8,62,bc_ad_boundary,1.0,4.429458111168325e-05,171699,0.9506669102868628
4,19,8,16,other,1.0,4.429458111168325e-05,171707,0.9507112048679744
1,180,8,180,other,1.0,4.429458111168325e-05,171715,0.9507554994490861
103,117,8,15,other,1.0,4.429458111168325e-05,171723,0.9507997940301979
-11,-11,8,1,year_precise,1.0,4.429458111168325e-05,171731,0.9508440886113095
176,180,8,5,other,1.0,4.429458111168325e-05,171739,0.9508883831924212
-20,40,8,61,bc_ad_boundary,1.0,4.429458111168325e-05,171747,0.9509326777735329
61,100,8,40,other,1.0,4.429458111168325e-05,171755,0.9509769723546445
161,175,8,15,other,1.0,4.429458111168325e-05,171763,0.9510212669357563
196,211,8,16,other,1.0,4.429458111168325e-05,171771,0.9510655615168679
107,117,8,11,other,1.0,4.429458111168325e-05,171779,0.9511098560979796
107,108,8,2,other,1.0,4.429458111168325e-05,171787,0.9511541506790913
64,74,8,11,other,1.0,4.429458111168325e-05,171795,0.951198445260203
107,167,8,61,other,1.0,4.429458111168325e-05,171803,0.9512427398413147
112,117,8,6,other,1.0,4.429458111168325e-05,171811,0.9512870344224263
142,200,8,59,other,1.0,4.429458111168325e-05,171819,0.951331329003538
-27,10,8,38,bc_ad_boundary,1.0,4.429458111168325e-05,171827,0.9513756235846497
205,207,8,3,other,1.0,4.429458111168325e-05,171835,0.9514199181657614
301,305,8,5,other,1.0,4.429458111168325e-05,171843,0.9514642127468731
12,12,8,1,year_precise,1.0,4.429458111168325e-05,171851,0.9515085073279848
288,288,8,1,year_precise,1.0,4.429458111168325e-05,171859,0.9515528019090964
67,67,8,1,year_precise,1.0,4.429458111168325e-05,171867,0.9515970964902082
-100,-30,8,71,other,0.2958,4.429458111168325e-05,171875,0.9516413910713198
70,100,8,31,other,1.0,4.429458111168325e-05,171883,0.9516856856524315
251,270,8,20,other,1.0,4.429458111168325e-05,171891,0.9517299802335432
-15,15,8,31,bc_ad_boundary,1.0,4.429458111168325e-05,171899,0.9517742748146548
125,126,8,2,other,1.0,4.429458111168325e-05,171907,0.9518185693957666
222,224,8,3,other,1.0,4.429458111168325e-05,171915,0.9518628639768782
151,330,8,180,other,1.0,4.429458111168325e-05,171923,0.9519071585579899
177,178,8,2,other,1.0,4.429458111168325e-05,171931,0.9519514531391016
202,204,8,3,other,1.0,4.429458111168325e-05,171939,0.9519957477202132
156,156,8,1,year_precise,1.0,4.429458111168325e-05,171947,0.952040042301325
158,161,8,4,other,1.0,4.429458111168325e-05,171955,0.9520843368824367
161,163,8,3,other,1.0,4.429458111168325e-05,171963,0.9521286314635483
71,116,8,46,other,1.0,4.429458111168325e-05,171971,0.95217292604466
180,183,8,4,other,1.0,4.429458111168325e-05,171979,0.9522172206257717
177,192,8,16,other,1.0,4.429458111168325e-05,171987,0.9522615152068834
191,210,8,20,other,1.0,4.429458111168325e-05,171995,0.9523058097879951
45,70,8,26,other,1.0,4.429458111168325e-05,172003,0.9523501043691067
47,48,8,2,other,1.0,4.429458111168325e-05,172011,0.9523943989502184
50,50,8,1,year_precise,1.0,4.429458111168325e-05,172019,0.9524386935313301
50,100,8,51,other,1.0,4.429458111168325e-05,172027,0.9524829881124418
14,69,8,56,other,1.0,4.429458111168325e-05,172035,0.9525272826935535
308,312,8,5,other,1.0,4.429458111168325e-05,172043,0.9525715772746651
307,308,8,2,other,1.0,4.429458111168325e-05,172051,0.9526158718557769
14,75,8,62,other,1.0,4.429458111168325e-05,172059,0.9526601664368886
14,19,8,6,other,1.0,4.429458111168325e-05,172067,0.9527044610180002
61,62,8,2,other,1.0,4.429458111168325e-05,172075,0.9527487555991119
201,215,8,15,other,1.0,4.429458111168325e-05,172083,0.9527930501802235
-90,-31,8,60,other,0.3333,4.429458111168325e-05,172091,0.9528373447613353
-10,14,8,25,bc_ad_boundary,1.0,4.429458111168325e-05,172099,0.952881639342447
151,500,8,350,multi_century,0.5714,4.429458111168325e-05,172107,0.9529259339235586
1,54,8,54,other,1.0,4.429458111168325e-05,172115,0.9529702285046703
113,113,8,1,year_precise,1.0,4.429458111168325e-05,172123,0.9530145230857819
39,114,8,76,other,1.0,4.429458111168325e-05,172131,0.9530588176668937
41,69,8,29,other,1.0,4.429458111168325e-05,172139,0.9531031122480054
117,270,8,154,other,1.0,4.429458111168325e-05,172147,0.953147406829117
231,260,8,30,other,1.0,4.429458111168325e-05,172155,0.9531917014102287
119,120,8,2,other,1.0,4.429458111168325e-05,172163,0.9532359959913405
185,191,8,7,other,1.0,4.429458111168325e-05,172171,0.9532802905724521
1,43,8,43,other,1.0,4.429458111168325e-05,172179,0.9533245851535638
118,200,8,83,other,1.0,4.429458111168325e-05,172187,0.9533688797346754
212,235,8,24,other,1.0,4.429458111168325e-05,172195,0.9534131743157871
209,210,8,2,other,1.0,4.429458111168325e-05,172203,0.9534574688968989
211,213,8,3,other,1.0,4.429458111168325e-05,172211,0.9535017634780105
150,250,8,101,other,1.0,4.429458111168325e-05,172219,0.9535460580591222
39,39,8,1,year_precise,1.0,4.429458111168325e-05,172227,0.9535903526402338
-7,20,8,28,bc_ad_boundary,1.0,4.429458111168325e-05,172235,0.9536346472213456
21,21,8,1,year_precise,1.0,4.429458111168325e-05,172243,0.9536789418024573
342,342,8,1,year_precise,1.0,4.429458111168325e-05,172251,0.9537232363835689
270,271,7,2,other,1.0,3.875775847272284e-05,172258,0.9537619941420417
269,270,7,2,other,1.0,3.875775847272284e-05,172265,0.9538007519005144
269,269,7,1,year_precise,1.0,3.875775847272284e-05,172272,0.9538395096589871
268,268,7,1,year_precise,1.0,3.875775847272284e-05,172279,0.9538782674174598
50,150,7,101,other,1.0,3.875775847272284e-05,172286,0.9539170251759326
-33,-33,7,1,year_precise,1.0,3.875775847272284e-05,172293,0.9539557829344053
126,127,7,2,other,1.0,3.875775847272284e-05,172300,0.953994540692878
53,53,7,1,year_precise,1.0,3.875775847272284e-05,172307,0.9540332984513507
51,400,7,350,multi_century,0.8571,3.875775847272284e-05,172314,0.9540720562098234
48,49,7,2,other,1.0,3.875775847272284e-05,172321,0.9541108139682961
279,280,7,2,other,1.0,3.875775847272284e-05,172328,0.9541495717267688
60,60,7,1,year_precise,1.0,3.875775847272284e-05,172335,0.9541883294852416
245,255,7,11,other,1.0,3.875775847272284e-05,172342,0.9542270872437143
63,63,7,1,year_precise,1.0,3.875775847272284e-05,172349,0.954265845002187
-46,-46,7,1,year_precise,1.0,3.875775847272284e-05,172356,0.9543046027606598
244,246,7,3,other,1.0,3.875775847272284e-05,172363,0.9543433605191325
66,66,7,1,year_precise,1.0,3.875775847272284e-05,172370,0.9543821182776052
283,285,7,3,other,1.0,3.875775847272284e-05,172377,0.954420876036078
-71,-30,7,42,other,0.5,3.875775847272284e-05,172384,0.9544596337945507
122,400,7,279,other,0.8208,3.875775847272284e-05,172391,0.9544983915530234
231,330,7,100,other,1.0,3.875775847272284e-05,172398,0.9545371493114961
15,40,7,26,other,1.0,3.875775847272284e-05,172405,0.9545759070699689
11,25,7,15,other,1.0,3.875775847272284e-05,172412,0.9546146648284416
71,78,7,8,other,1.0,3.875775847272284e-05,172419,0.9546534225869143
70,400,7,331,other,0.8489,3.875775847272284e-05,172426,0.9546921803453869
11,11,7,1,year_precise,1.0,3.875775847272284e-05,172433,0.9547309381038597
71,400,7,330,other,0.8485,3.875775847272284e-05,172440,0.9547696958623324
75,79,7,5,other,1.0,3.875775847272284e-05,172447,0.9548084536208051
214,215,7,2,other,1.0,3.875775847272284e-05,172454,0.9548472113792779
213,250,7,38,other,1.0,3.875775847272284e-05,172461,0.9548859691377506
-27,200,7,228,bc_ad_boundary,1.0,3.875775847272284e-05,172468,0.9549247268962233
211,235,7,25,other,1.0,3.875775847272284e-05,172475,0.954963484654696
293,337,7,45,other,1.0,3.875775847272284e-05,172482,0.9550022424131688
150,200,7,51,other,1.0,3.875775847272284e-05,172489,0.9550410001716415
327,328,7,2,other,1.0,3.875775847272284e-05,172496,0.9550797579301142
-100,300,7,401,bc_ad_boundary,0.8753,3.875775847272284e-05,172503,0.955118515688587
201,202,7,2,other,1.0,3.875775847272284e-05,172510,0.9551572734470597
7,7,7,1,year_precise,1.0,3.875775847272284e-05,172517,0.9551960312055324
87,87,7,1,year_precise,1.0,3.875775847272284e-05,172524,0.9552347889640052
88,96,7,9,other,1.0,3.875775847272284e-05,172531,0.9552735467224779
300,313,7,14,other,1.0,3.875775847272284e-05,172538,0.9553123044809506
40,80,7,41,other,1.0,3.875775847272284e-05,172545,0.9553510622394232
299,299,7,1,year_precise,1.0,3.875775847272284e-05,172552,0.955389819997896
297,297,7,1,year_precise,1.0,3.875775847272284e-05,172559,0.9554285777563687
198,200,7,3,other,1.0,3.875775847272284e-05,172566,0.9554673355148414
197,300,7,104,other,1.0,3.875775847272284e-05,172573,0.9555060932733141
195,215,7,21,other,1.0,3.875775847272284e-05,172580,0.9555448510317869
92,92,7,1,year_precise,1.0,3.875775847272284e-05,172587,0.9555836087902596
96,97,7,2,other,1.0,3.875775847272284e-05,172594,0.9556223665487323
5,6,7,2,other,1.0,3.875775847272284e-05,172601,0.9556611243072051
195,197,7,3,other,1.0,3.875775847272284e-05,172608,0.9556998820656778
195,196,7,2,other,1.0,3.875775847272284e-05,172615,0.9557386398241505
117,192,7,76,other,1.0,3.875775847272284e-05,172622,0.9557773975826233
117,130,7,14,other,1.0,3.875775847272284e-05,172629,0.955816155341096
96,150,7,55,other,1.0,3.875775847272284e-05,172636,0.9558549130995687
193,200,7,8,other,1.0,3.875775847272284e-05,172643,0.9558936708580414
98,100,7,3,other,1.0,3.875775847272284e-05,172650,0.9559324286165142
-19,-19,7,1,year_precise,1.0,3.875775847272284e-05,172657,0.9559711863749869
-20,70,7,91,bc_ad_boundary,1.0,3.875775847272284e-05,172664,0.9560099441334595
191,192,7,2,other,1.0,3.875775847272284e-05,172671,0.9560487018919323
305,309,7,5,other,1.0,3.875775847272284e-05,172678,0.956087459650405
3,4,7,2,other,1.0,3.875775847272284e-05,172685,0.9561262174088777
2,2,7,1,year_precise,1.0,3.875775847272284e-05,172692,0.9561649751673504
101,175,7,75,other,1.0,3.875775847272284e-05,172699,0.9562037329258232
101,171,7,71,other,1.0,3.875775847272284e-05,172706,0.9562424906842959
180,190,7,11,other,1.0,3.875775847272284e-05,172713,0.9562812484427686
179,180,7,2,other,1.0,3.875775847272284e-05,172720,0.9563200062012414
176,220,7,45,other,1.0,3.875775847272284e-05,172727,0.9563587639597141
114,150,7,37,other,1.0,3.875775847272284e-05,172734,0.9563975217181868
114,115,7,2,other,1.0,3.875775847272284e-05,172741,0.9564362794766595
320,320,7,1,year_precise,1.0,3.875775847272284e-05,172748,0.9564750372351323
160,162,7,3,other,1.0,3.875775847272284e-05,172755,0.956513794993605
309,309,7,1,year_precise,1.0,3.875775847272284e-05,172762,0.9565525527520777
103,111,7,9,other,1.0,3.875775847272284e-05,172769,0.9565913105105505
171,180,7,10,other,1.0,3.875775847272284e-05,172776,0.9566300682690232
312,361,7,50,other,0.78,3.875775847272284e-05,172783,0.9566688260274958
169,170,7,2,other,1.0,3.875775847272284e-05,172790,0.9567075837859685
108,170,7,63,other,1.0,3.875775847272284e-05,172797,0.9567463415444413
1,80,7,80,other,1.0,3.875775847272284e-05,172804,0.956785099302914
-12,4,7,17,bc_ad_boundary,1.0,3.875775847272284e-05,172811,0.9568238570613867
111,130,7,20,other,1.0,3.875775847272284e-05,172818,0.9568626148198595
318,318,7,1,year_precise,1.0,3.875775847272284e-05,172825,0.9569013725783322
31,37,7,7,other,1.0,3.875775847272284e-05,172832,0.9569401303368049
30,70,7,41,other,1.0,3.875775847272284e-05,172839,0.9569788880952776
-10,-9,7,2,other,1.0,3.875775847272284e-05,172846,0.9570176458537504
-11,49,7,61,bc_ad_boundary,1.0,3.875775847272284e-05,172853,0.9570564036122231
337,342,7,6,other,1.0,3.875775847272284e-05,172860,0.9570951613706958
335,337,7,3,other,1.0,3.875775847272284e-05,172867,0.9571339191291686
131,275,7,145,other,1.0,3.875775847272284e-05,172874,0.9571726768876413
138,222,7,85,other,1.0,3.875775847272284e-05,172881,0.957211434646114
138,217,7,80,other,1.0,3.875775847272284e-05,172888,0.9572501924045868
138,160,7,23,reign:Antonine-Pius,1.0,3.875775847272284e-05,172895,0.9572889501630595
-43,-43,7,1,year_precise,1.0,3.875775847272284e-05,172902,0.9573277079215321
-130,-1,6,130,other,0.3846,3.3220935833762436e-05,172908,0.9573609288573659
140,145,6,6,other,1.0,3.3220935833762436e-05,172914,0.9573941497931997
331,600,6,270,other,0.0741,3.3220935833762436e-05,172920,0.9574273707290334
331,470,6,140,other,0.1429,3.3220935833762436e-05,172926,0.9574605916648672
126,175,6,50,other,1.0,3.3220935833762436e-05,172932,0.957493812600701
-30,-11,6,20,other,1.0,3.3220935833762436e-05,172938,0.9575270335365347
-30,-14,6,17,other,1.0,3.3220935833762436e-05,172944,0.9575602544723685
276,325,6,50,other,1.0,3.3220935833762436e-05,172950,0.9575934754082023
48,54,6,7,other,1.0,3.3220935833762436e-05,172956,0.957626696344036
257,260,6,4,other,1.0,3.3220935833762436e-05,172962,0.9576599172798698
161,190,6,30,other,1.0,3.3220935833762436e-05,172968,0.9576931382157036
31,40,6,10,other,1.0,3.3220935833762436e-05,172974,0.9577263591515373
317,320,6,4,other,1.0,3.3220935833762436e-05,172980,0.957759580087371
-10,-1,6,10,other,1.0,3.3220935833762436e-05,172986,0.9577928010232049
-10,-8,6,3,other,1.0,3.3220935833762436e-05,172992,0.9578260219590385
-10,-10,6,1,year_precise,1.0,3.3220935833762436e-05,172998,0.9578592428948723
-5,4,6,10,bc_ad_boundary,1.0,3.3220935833762436e-05,173004,0.9578924638307061
255,256,6,2,other,1.0,3.3220935833762436e-05,173010,0.9579256847665398
55,56,6,2,other,1.0,3.3220935833762436e-05,173016,0.9579589057023736
55,68,6,14,reign:Neronian,1.0,3.3220935833762436e-05,173022,0.9579921266382074
59,59,6,1,year_precise,1.0,3.3220935833762436e-05,173028,0.9580253475740411
251,313,6,63,other,1.0,3.3220935833762436e-05,173034,0.9580585685098749
251,252,6,2,other,1.0,3.3220935833762436e-05,173040,0.9580917894457087
281,281,6,1,year_precise,1.0,3.3220935833762436e-05,173046,0.9581250103815424
14,40,6,27,other,1.0,3.3220935833762436e-05,173052,0.9581582313173762
14,31,6,18,other,1.0,3.3220935833762436e-05,173058,0.95819145225321
169,171,6,3,other,1.0,3.3220935833762436e-05,173064,0.9582246731890437
107,170,6,64,other,1.0,3.3220935833762436e-05,173070,0.9582578941248775
108,108,6,1,year_precise,1.0,3.3220935833762436e-05,173076,0.9582911150607113
109,300,6,192,other,1.0,3.3220935833762436e-05,173082,0.958324335996545
165,169,6,5,other,1.0,3.3220935833762436e-05,173088,0.9583575569323788
19,20,6,2,other,1.0,3.3220935833762436e-05,173094,0.9583907778682126
112,113,6,2,other,1.0,3.3220935833762436e-05,173100,0.9584239988040463
161,220,6,60,other,1.0,3.3220935833762436e-05,173106,0.9584572197398801
171,350,6,180,other,1.0,3.3220935833762436e-05,173112,0.9584904406757139
103,104,6,2,other,1.0,3.3220935833762436e-05,173118,0.9585236616115476
-15,60,6,76,bc_ad_boundary,1.0,3.3220935833762436e-05,173124,0.9585568825473814
-80,-46,6,35,other,0.1429,3.3220935833762436e-05,173130,0.9585901034832152
104,300,6,197,other,1.0,3.3220935833762436e-05,173136,0.9586233244190489
104,105,6,2,other,1.0,3.3220935833762436e-05,173142,0.9586565453548826
171,220,6,50,other,1.0,3.3220935833762436e-05,173148,0.9586897662907164
171,190,6,20,other,1.0,3.3220935833762436e-05,173154,0.9587229872265501
171,171,6,1,year_precise,1.0,3.3220935833762436e-05,173160,0.9587562081623839
61,75,6,15,other,1.0,3.3220935833762436e-05,173166,0.9587894290982177
61,200,6,140,other,1.0,3.3220935833762436e-05,173172,0.9588226500340514
64,64,6,1,year_precise,1.0,3.3220935833762436e-05,173178,0.9588558709698852
241,242,6,2,other,1.0,3.3220935833762436e-05,173184,0.958889091905719
65,68,6,4,other,1.0,3.3220935833762436e-05,173190,0.9589223128415527
45,55,6,11,other,1.0,3.3220935833762436e-05,173196,0.9589555337773865
281,350,6,70,other,1.0,3.3220935833762436e-05,173202,0.9589887547132203
238,300,6,63,other,1.0,3.3220935833762436e-05,173208,0.959021975649054
-80,62,6,143,bc_ad_boundary,0.7902,3.3220935833762436e-05,173214,0.9590551965848878
-1,-1,6,1,year_precise,1.0,3.3220935833762436e-05,173220,0.9590884175207216
-7,-7,6,1,year_precise,1.0,3.3220935833762436e-05,173226,0.9591216384565553
-43,14,6,58,bc_ad_boundary,1.0,3.3220935833762436e-05,173232,0.9591548593923891
1,69,6,69,other,1.0,3.3220935833762436e-05,173238,0.9591880803282229
1,67,6,67,other,1.0,3.3220935833762436e-05,173244,0.9592213012640566
-15,30,6,46,bc_ad_boundary,1.0,3.3220935833762436e-05,173250,0.9592545221998904
-15,10,6,26,bc_ad_boundary,1.0,3.3220935833762436e-05,173256,0.9592877431357242
1,335,6,335,other,1.0,3.3220935833762436e-05,173262,0.9593209640715579
-50,200,6,251,bc_ad_boundary,1.0,3.3220935833762436e-05,173268,0.9593541850073917
175,200,6,26,other,1.0,3.3220935833762436e-05,173274,0.9593874059432255
102,104,6,3,other,1.0,3.3220935833762436e-05,173280,0.9594206268790592
310,324,6,15,other,1.0,3.3220935833762436e-05,173286,0.959453847814893
121,250,6,130,other,1.0,3.3220935833762436e-05,173292,0.9594870687507268
146,147,6,2,other,1.0,3.3220935833762436e-05,173298,0.9595202896865604
331,430,6,100,other,0.2,3.3220935833762436e-05,173304,0.9595535106223942
24,37,6,14,other,1.0,3.3220935833762436e-05,173310,0.959586731558228
331,350,6,20,other,1.0,3.3220935833762436e-05,173316,0.9596199524940617
122,150,6,29,other,1.0,3.3220935833762436e-05,173322,0.9596531734298955
238,239,6,2,other,1.0,3.3220935833762436e-05,173328,0.9596863943657293
68,100,6,33,other,1.0,3.3220935833762436e-05,173334,0.959719615301563
-29,-19,6,11,other,1.0,3.3220935833762436e-05,173340,0.9597528362373968
69,80,6,12,reign:Vespasianic,1.0,3.3220935833762436e-05,173346,0.9597860571732306
184,185,6,2,other,1.0,3.3220935833762436e-05,173352,0.9598192781090643
180,211,6,32,other,1.0,3.3220935833762436e-05,173358,0.9598524990448981
180,210,6,31,other,1.0,3.3220935833762436e-05,173364,0.9598857199807319
176,177,6,2,other,1.0,3.3220935833762436e-05,173370,0.9599189409165656
114,200,6,87,other,1.0,3.3220935833762436e-05,173376,0.9599521618523994
69,76,6,8,other,1.0,3.3220935833762436e-05,173382,0.9599853827882332
69,70,6,2,other,1.0,3.3220935833762436e-05,173388,0.9600186037240669
285,285,6,1,year_precise,1.0,3.3220935833762436e-05,173394,0.9600518246599007
71,72,6,2,other,1.0,3.3220935833762436e-05,173400,0.9600850455957344
